year,word,frequency
1805,hummingbird,0.029974
1805,hyena,0.359079
1805,kangaroo,0.306148
1805,koala,0.008459
1805,macaw,0.057786
1805,meerkat,0.000273
1805,ostrich,1.509639
1805,penguin,0.506925
1805,tapir,0.130726
1805,tiger,5.349142
1805,toucan,0.144654
1805,wombat,0.037072
1806,chimpanzee,0.03613
1806,hummingbird,0.032938
1806,hyena,0.360221
1806,kangaroo,0.264198
1806,koala,0.01603
1806,macaw,0.062255
1806,meerkat,0.000114
1806,ostrich,1.575433
1806,penguin,0.504223
1806,tapir,0.131509
1806,tiger,5.661213
1806,toucan,0.142807
1806,wombat,0.059101
1807,chimpanzee,0.030036
1807,hummingbird,0.033374
1807,hyena,0.35331
1807,kangaroo,0.252784
1807,koala,0.025341
1807,macaw,0.067965
1807,meerkat,3.7e-05
1807,ostrich,1.590756
1807,penguin,0.49195
1807,tapir,0.141371
1807,tiger,5.765689
1807,toucan,0.136208
1807,wombat,0.088384
1808,chimpanzee,0.02554
1808,hummingbird,0.031968
1808,hyena,0.343577
1808,kangaroo,0.259074
1808,koala,0.032278
1808,macaw,0.077023
1808,meerkat,9e-06
1808,ostrich,1.538602
1808,penguin,0.470303
1808,tapir,0.160911
1808,tiger,5.600351
1808,toucan,0.131795
1808,wombat,0.111187
1809,chimpanzee,0.022352
1809,hummingbird,0.029546
1809,hyena,0.335936
1809,kangaroo,0.267107
1809,koala,0.033132
1809,macaw,0.089659
1809,meerkat,0.0
1809,ostrich,1.445495
1809,penguin,0.45065
1809,tapir,0.191303
1809,tiger,5.248031
1809,toucan,0.136617
1809,wombat,0.113983
1810,chimpanzee,0.019662
1810,hummingbird,0.026793
1810,hyena,0.331168
1810,kangaroo,0.268384
1810,koala,0.027989
1810,macaw,0.101767
1810,ostrich,1.365437
1810,penguin,0.450731
1810,tapir,0.225111
1810,tiger,4.848616
1810,toucan,0.153787
1810,wombat,0.095704
1811,chimpanzee,0.017403
1811,hummingbird,0.024235
1811,hyena,0.325749
1811,kangaroo,0.263066
1811,koala,0.020513
1811,macaw,0.107407
1811,ostrich,1.334439
1811,penguin,0.491241
1811,tapir,0.24786
1811,tiger,4.49914
1811,toucan,0.178293
1811,wombat,0.068279
1812,chimpanzee,0.016243
1812,hummingbird,0.022168
1812,hyena,0.317787
1812,kangaroo,0.257753
1812,koala,0.014569
1812,macaw,0.104086
1812,ostrich,1.345885
1812,penguin,0.579733
1812,tapir,0.249099
1812,tiger,4.229921
1812,toucan,0.197828
1812,wombat,0.045382
1813,chimpanzee,0.016417
1813,hummingbird,0.020367
1813,hyena,0.308551
1813,kangaroo,0.256993
1813,koala,0.01139
1813,macaw,0.09484
1813,ostrich,1.35961
1813,penguin,0.696729
1813,tapir,0.231403
1813,tiger,4.052425
1813,toucan,0.20053
1813,wombat,0.032626
1814,chimpanzee,0.018076
1814,hummingbird,0.018778
1814,hyena,0.300645
1814,kangaroo,0.259831
1814,koala,0.009775
1814,macaw,0.085708
1814,ostrich,1.345331
1814,penguin,0.797173
1814,tapir,0.205899
1814,tiger,3.985976
1814,toucan,0.185514
1814,wombat,0.027279
1815,chimpanzee,0.021159
1815,hummingbird,0.017979
1815,hyena,0.295813
1815,kangaroo,0.262982
1815,koala,0.008308
1815,macaw,0.082347
1815,meerkat,0.0
1815,ostrich,1.310108
1815,penguin,0.835047
1815,tapir,0.184298
1815,tiger,4.059105
1815,toucan,0.163854
1815,wombat,0.024905
1816,chimpanzee,0.025002
1816,hummingbird,0.018973
1816,hyena,0.296111
1816,kangaroo,0.267873
1816,koala,0.006957
1816,macaw,0.089473
1816,meerkat,2e-06
1816,ostrich,1.283319
1816,penguin,0.795309
1816,tapir,0.1754
1816,tiger,4.281329
1816,toucan,0.148139
1816,wombat,0.02421
1817,chimpanzee,0.029167
1817,hummingbird,0.02208
1817,hyena,0.30536
1817,kangaroo,0.280089
1817,koala,0.006349
1817,macaw,0.108347
1817,meerkat,9e-06
1817,ostrich,1.28822
1817,penguin,0.703941
1817,tapir,0.185999
1817,tiger,4.629489
1817,toucan,0.14435
1817,wombat,0.025538
1818,chimpanzee,0.033716
1818,hummingbird,0.026487
1818,hyena,0.326401
1818,kangaroo,0.302028
1818,koala,0.006642
1818,macaw,0.134443
1818,meerkat,3.4e-05
1818,ostrich,1.326137
1818,penguin,0.607398
1818,tapir,0.216998
1818,tiger,5.050102
1818,toucan,0.151492
1818,wombat,0.028567
1819,chimpanzee,0.038965
1819,hummingbird,0.030673
1819,hyena,0.357026
1819,kangaroo,0.328653
1819,koala,0.007316
1819,macaw,0.157711
1819,meerkat,9.2e-05
1819,ostrich,1.379285
1819,penguin,0.539604
1819,tapir,0.260241
1819,tiger,5.468612
1819,toucan,0.165259
1819,wombat,0.03198
1820,chimpanzee,0.043622
1820,hummingbird,0.033213
1820,hyena,0.392617
1820,kangaroo,0.349378
1820,koala,0.008174
1820,macaw,0.167993
1820,meerkat,0.0002
1820,ostrich,1.425725
1820,penguin,0.509773
1820,tapir,0.298404
1820,tiger,5.818242
1820,toucan,0.181047
1820,wombat,0.03526
1821,chimpanzee,0.044767
1821,hummingbird,0.033608
1821,hyena,0.430933
1821,kangaroo,0.359405
1821,koala,0.009707
1821,macaw,0.16313
1821,meerkat,0.000367
1821,ostrich,1.449699
1821,penguin,0.509043
1821,tapir,0.317487
1821,tiger,6.060865
1821,toucan,0.194531
1821,wombat,0.038728
1822,chimpanzee,0.040614
1822,hummingbird,0.032517
1822,hyena,0.470696
1822,kangaroo,0.361283
1822,koala,0.013453
1822,macaw,0.149726
1822,meerkat,0.000562
1822,ostrich,1.444277
1822,penguin,0.522165
1822,tapir,0.315749
1822,tiger,6.183498
1822,toucan,0.203059
1822,wombat,0.044758
1823,chimpanzee,0.032739
1823,hummingbird,0.031271
1823,hyena,0.509006
1823,kangaroo,0.366676
1823,koala,0.020703
1823,macaw,0.137732
1823,meerkat,0.000737
1823,ostrich,1.417333
1823,penguin,0.537608
1823,tapir,0.3076
1823,tiger,6.213193
1823,toucan,0.20721
1823,wombat,0.056231
1824,chimpanzee,0.024976
1824,hummingbird,0.030882
1824,hyena,0.542769
1824,kangaroo,0.388391
1824,koala,0.031087
1824,macaw,0.132155
1824,meerkat,0.000849
1824,ostrich,1.390218
1824,penguin,0.542332
1824,tapir,0.311809
1824,tiger,6.222018
1824,toucan,0.208517
1824,wombat,0.073974
1825,chimpanzee,0.020918
1825,hummingbird,0.031414
1825,hyena,0.571787
1825,kangaroo,0.436691
1825,koala,0.041471
1825,macaw,0.132087
1825,meerkat,0.000885
1825,ostrich,1.386674
1825,penguin,0.531423
1825,tapir,0.33817
1825,tiger,6.297267
1825,toucan,0.207747
1825,wombat,0.093431
1826,chimpanzee,0.023393
1826,hummingbird,0.032536
1826,hyena,0.596973
1826,kangaroo,0.51042
1826,koala,0.046951
1826,macaw,0.133995
1826,meerkat,0.000852
1826,ostrich,1.415916
1826,penguin,0.513155
1826,tapir,0.382461
1826,tiger,6.463703
1826,toucan,0.205798
1826,wombat,0.105434
1827,chimpanzee,0.03555
1827,hummingbird,0.034404
1827,hyena,0.616548
1827,kangaroo,0.598379
1827,koala,0.044696
1827,macaw,0.136648
1827,meerkat,0.000753
1827,ostrich,1.465594
1827,penguin,0.504568
1827,tapir,0.432994
1827,tiger,6.658947
1827,toucan,0.205705
1827,wombat,0.10505
1828,chimpanzee,0.058468
1828,hummingbird,0.0374
1828,hyena,0.625882
1828,kangaroo,0.686152
1828,koala,0.036542
1828,macaw,0.140559
1828,meerkat,0.000596
1828,ostrich,1.50867
1828,penguin,0.513586
1828,tapir,0.478579
1828,tiger,6.786576
1828,toucan,0.209745
1828,wombat,0.097403
1829,chimpanzee,0.089949
1829,hummingbird,0.041916
1829,hyena,0.623747
1829,kangaroo,0.76284
1829,koala,0.027407
1829,macaw,0.14844
1829,meerkat,0.000443
1829,ostrich,1.527467
1829,penguin,0.53007
1829,tapir,0.511289
1829,tiger,6.816414
1829,toucan,0.216844
1829,wombat,0.092857
1830,chimpanzee,0.122963
1830,hummingbird,0.048246
1830,hyena,0.61641
1830,kangaroo,0.829232
1830,koala,0.021418
1830,macaw,0.163032
1830,meerkat,0.00038
1830,ostrich,1.526577
1830,penguin,0.538635
1830,tapir,0.527374
1830,tiger,6.814118
1830,toucan,0.223958
1830,wombat,0.0967
1831,chimpanzee,0.154907
1831,hummingbird,0.056321
1831,hyena,0.615508
1831,kangaroo,0.895172
1831,koala,0.020263
1831,macaw,0.184018
1831,meerkat,0.000454
1831,ostrich,1.52752
1831,penguin,0.53684
1831,tapir,0.529613
1831,tiger,6.869166
1831,toucan,0.230815
1831,wombat,0.10606
1832,chimpanzee,0.191764
1832,hummingbird,0.065204
1832,hyena,0.631394
1832,kangaroo,0.968205
1832,koala,0.02435
1832,macaw,0.205592
1832,meerkat,0.000623
1832,ostrich,1.548948
1832,penguin,0.536326
1832,tapir,0.527555
1832,tiger,7.000731
1832,toucan,0.240685
1832,wombat,0.116454
1833,chimpanzee,0.240914
1833,hummingbird,0.072827
1833,hyena,0.661767
1833,kangaroo,1.04105
1833,koala,0.034331
1833,macaw,0.217935
1833,meerkat,0.000805
1833,ostrich,1.590103
1833,penguin,0.545294
1833,tapir,0.529326
1833,tiger,7.134173
1833,toucan,0.255022
1833,wombat,0.128524
1834,chimpanzee,0.298881
1834,hummingbird,0.076828
1834,hyena,0.691324
1834,kangaroo,1.09144
1834,koala,0.050953
1834,macaw,0.213897
1834,meerkat,0.000965
1834,ostrich,1.630072
1834,penguin,0.560613
1834,tapir,0.533153
1834,tiger,7.167988
1834,toucan,0.270753
1834,wombat,0.146871
1835,chimpanzee,0.347844
1835,hummingbird,0.076249
1835,hyena,0.703271
1835,kangaroo,1.108618
1835,koala,0.073031
1835,macaw,0.19529
1835,meerkat,0.001152
1835,ostrich,1.644798
1835,penguin,0.572987
1835,tapir,0.53098
1835,tiger,7.069881
1835,toucan,0.282312
1835,wombat,0.173598
1836,chimpanzee,0.370119
1836,hummingbird,0.072081
1836,hyena,0.693588
1836,kangaroo,1.102605
1836,koala,0.096064
1836,macaw,0.171291
1836,meerkat,0.001396
1836,ostrich,1.622944
1836,penguin,0.576196
1836,tapir,0.517605
1836,tiger,6.896461
1836,toucan,0.284793
1836,wombat,0.203718
1837,chimpanzee,0.363435
1837,hummingbird,0.066177
1837,hyena,0.672065
1837,kangaroo,1.091608
1837,koala,0.114462
1837,macaw,0.153374
1837,meerkat,0.001633
1837,ostrich,1.570738
1837,penguin,0.568088
1837,tapir,0.495702
1837,tiger,6.733589
1837,toucan,0.278841
1837,wombat,0.228579
1838,chimpanzee,0.338989
1838,hummingbird,0.059969
1838,hyena,0.652477
1838,kangaroo,1.07421
1838,koala,0.124325
1838,macaw,0.148859
1838,meerkat,0.001738
1838,ostrich,1.507185
1838,penguin,0.549034
1838,tapir,0.474047
1838,tiger,6.63051
1838,toucan,0.26871
1838,wombat,0.240912
1839,chimpanzee,0.309595
1839,hummingbird,0.054197
1839,hyena,0.644299
1839,kangaroo,1.037368
1839,koala,0.125155
1839,macaw,0.157969
1839,meerkat,0.001648
1839,ostrich,1.452433
1839,penguin,0.521576
1839,tapir,0.459848
1839,tiger,6.588989
1839,toucan,0.259054
1839,wombat,0.239514
1840,chimpanzee,0.281069
1840,hummingbird,0.049265
1840,hyena,0.652251
1840,kangaroo,0.975929
1840,koala,0.117728
1840,macaw,0.17208
1840,meerkat,0.001488
1840,ostrich,1.418968
1840,penguin,0.491621
1840,tapir,0.451931
1840,tiger,6.581036
1840,toucan,0.248782
1840,wombat,0.226957
1841,chimpanzee,0.256235
1841,hummingbird,0.046022
1841,hyena,0.674842
1841,kangaroo,0.905065
1841,koala,0.103232
1841,macaw,0.180566
1841,meerkat,0.001484
1841,ostrich,1.409831
1841,penguin,0.467966
1841,tapir,0.44278
1841,tiger,6.565826
1841,toucan,0.232669
1841,wombat,0.208686
1842,chimpanzee,0.239196
1842,hummingbird,0.044919
1842,hyena,0.701774
1842,kangaroo,0.850123
1842,koala,0.084815
1842,macaw,0.177188
1842,meerkat,0.00173
1842,ostrich,1.418023
1842,penguin,0.45859
1842,tapir,0.426816
1842,tiger,6.490234
1842,toucan,0.207481
1842,wombat,0.191949
1843,chimpanzee,0.236344
1843,hummingbird,0.045793
1843,hyena,0.718004
1843,kangaroo,0.830471
1843,koala,0.069277
1843,macaw,0.16585
1843,meerkat,0.002059
1843,ostrich,1.431426
1843,penguin,0.465564
1843,tapir,0.40775
1843,tiger,6.321385
1843,toucan,0.178543
1843,wombat,0.184957
1844,chimpanzee,0.247143
1844,hummingbird,0.048123
1844,hyena,0.714312
1844,kangaroo,0.847162
1844,koala,0.062543
1844,macaw,0.156842
1844,meerkat,0.002168
1844,ostrich,1.438875
1844,penguin,0.481953
1844,tapir,0.39493
1844,tiger,6.08222
1844,toucan,0.155436
1844,wombat,0.190409
1845,chimpanzee,0.264795
1845,hummingbird,0.051112
1845,hyena,0.692267
1845,kangaroo,0.876746
1845,koala,0.06423
1845,macaw,0.158181
1845,meerkat,0.00191
1845,ostrich,1.434204
1845,penguin,0.495461
1845,tapir,0.390185
1845,tiger,5.849071
1845,toucan,0.143181
1845,wombat,0.200963
1846,chimpanzee,0.283404
1846,hummingbird,0.053714
1846,hyena,0.661461
1846,kangaroo,0.884484
1846,koala,0.067462
1846,macaw,0.170136
1846,meerkat,0.001417
1846,ostrich,1.422827
1846,penguin,0.496676
1846,tapir,0.38499
1846,tiger,5.690052
1846,toucan,0.139645
1846,wombat,0.203527
1847,chimpanzee,0.301294
1847,hummingbird,0.054946
1847,hyena,0.631744
1847,kangaroo,0.85298
1847,koala,0.064726
1847,macaw,0.185452
1847,meerkat,0.000935
1847,ostrich,1.418611
1847,penguin,0.484547
1847,tapir,0.372327
1847,tiger,5.621158
1847,toucan,0.13854
1847,wombat,0.19021
1848,chimpanzee,0.318954
1848,hummingbird,0.054965
1848,hyena,0.610003
1848,kangaroo,0.799335
1848,koala,0.05402
1848,macaw,0.195641
1848,meerkat,0.000608
1848,ostrich,1.434849
1848,penguin,0.464509
1848,tapir,0.354423
1848,tiger,5.618368
1848,toucan,0.13556
1848,wombat,0.163873
1849,chimpanzee,0.332453
1849,hummingbird,0.055346
1849,hyena,0.599348
1849,kangaroo,0.76377
1849,koala,0.039929
1849,macaw,0.197806
1849,meerkat,0.000439
1849,ostrich,1.471423
1849,penguin,0.442348
1849,tapir,0.338855
1849,tiger,5.655566
1849,toucan,0.132061
1849,wombat,0.136171
1850,chimpanzee,0.337408
1850,hummingbird,0.057514
1850,hyena,0.601295
1850,kangaroo,0.769851
1850,koala,0.028103
1850,macaw,0.194966
1850,meerkat,0.000383
1850,ostrich,1.516437
1850,penguin,0.423321
1850,tapir,0.33175
1850,tiger,5.726714
1850,toucan,0.131898
1850,wombat,0.116382
1851,chimpanzee,0.335359
1851,hummingbird,0.060919
1851,hyena,0.61415
1851,kangaroo,0.805646
1851,koala,0.021457
1851,macaw,0.192357
1851,meerkat,0.000402
1851,ostrich,1.548385
1851,penguin,0.409835
1851,tapir,0.334105
1851,tiger,5.831927
1851,toucan,0.137688
1851,wombat,0.106482
1852,chimpanzee,0.331453
1852,hummingbird,0.063438
1852,hyena,0.636427
1852,kangaroo,0.834769
1852,koala,0.019205
1852,macaw,0.192757
1852,meerkat,0.000487
1852,ostrich,1.549867
1852,penguin,0.402688
1852,tapir,0.345894
1852,tiger,5.955667
1852,toucan,0.148266
1852,wombat,0.102013
1853,chimpanzee,0.32998
1853,hummingbird,0.063566
1853,hyena,0.665308
1853,kangaroo,0.832445
1853,koala,0.019249
1853,macaw,0.19598
1853,meerkat,0.000602
1853,ostrich,1.52045
1853,penguin,0.40025
1853,tapir,0.365566
1853,tiger,6.071035
1853,toucan,0.16019
1853,wombat,0.098841
1854,chimpanzee,0.33179
1854,hummingbird,0.061255
1854,hyena,0.695197
1854,kangaroo,0.801905
1854,koala,0.019927
1854,macaw,0.199077
1854,meerkat,0.000694
1854,ostrich,1.479241
1854,penguin,0.398618
1854,tapir,0.387061
1854,tiger,6.152197
1854,toucan,0.169553
1854,wombat,0.096188
1855,chimpanzee,0.346259
1855,hummingbird,0.057473
1855,hyena,0.718215
1855,kangaroo,0.766487
1855,koala,0.020876
1855,macaw,0.198701
1855,meerkat,0.00071
1855,ostrich,1.447943
1855,penguin,0.394536
1855,tapir,0.40235
1855,tiger,6.185322
1855,toucan,0.173644
1855,wombat,0.09645
1856,chimpanzee,0.386994
1856,hummingbird,0.053399
1856,hyena,0.72858
1856,kangaroo,0.746297
1856,koala,0.022063
1856,macaw,0.193664
1856,meerkat,0.000633
1856,ostrich,1.431546
1856,penguin,0.386982
1856,tapir,0.40763
1856,tiger,6.175844
1856,toucan,0.171618
1856,wombat,0.101284
1857,chimpanzee,0.46831
1857,hummingbird,0.050554
1857,hyena,0.727595
1857,kangaroo,0.749027
1857,koala,0.02368
1857,macaw,0.186199
1857,meerkat,0.000501
1857,ostrich,1.418625
1857,penguin,0.380015
1857,tapir,0.406041
1857,tiger,6.130971
1857,toucan,0.165484
1857,wombat,0.110647
1858,chimpanzee,0.59007
1858,hummingbird,0.050719
1858,hyena,0.724359
1858,kangaroo,0.773513
1858,koala,0.02548
1858,macaw,0.180494
1858,meerkat,0.0004
1858,ostrich,1.399262
1858,penguin,0.381195
1858,tapir,0.402701
1858,tiger,6.056998
1858,toucan,0.159216
1858,wombat,0.122846
1859,chimpanzee,0.737649
1859,hummingbird,0.054994
1859,hyena,0.73023
1859,kangaroo,0.812718
1859,koala,0.026999
1859,macaw,0.178904
1859,meerkat,0.000396
1859,ostrich,1.375034
1859,penguin,0.39583
1859,tapir,0.398263
1859,tiger,5.964889
1859,toucan,0.156871
1859,wombat,0.136056
1860,chimpanzee,0.886984
1860,hummingbird,0.062893
1860,hyena,0.750337
1860,kangaroo,0.853761
1860,koala,0.028198
1860,macaw,0.180855
1860,meerkat,0.000571
1860,ostrich,1.353716
1860,penguin,0.422441
1860,tapir,0.390133
1860,tiger,5.870954
1860,toucan,0.160891
1860,wombat,0.148783
1861,chimpanzee,1.006683
1861,hummingbird,0.071989
1861,hyena,0.77999
1861,kangaroo,0.880691
1861,koala,0.029171
1861,macaw,0.185223
1861,meerkat,0.000981
1861,ostrich,1.339846
1861,penguin,0.454787
1861,tapir,0.378242
1861,tiger,5.784952
1861,toucan,0.171014
1861,wombat,0.160521
1862,chimpanzee,1.066395
1862,hummingbird,0.079425
1862,hyena,0.806551
1862,kangaroo,0.884549
1862,koala,0.030962
1862,macaw,0.190759
1862,meerkat,0.001619
1862,ostrich,1.337341
1862,penguin,0.488583
1862,tapir,0.366568
1862,tiger,5.707186
1862,toucan,0.183659
1862,wombat,0.172054
1863,chimpanzee,1.051666
1863,hummingbird,0.083629
1863,hyena,0.815174
1863,kangaroo,0.871924
1863,koala,0.035102
1863,macaw,0.198136
1863,meerkat,0.002318
1863,ostrich,1.347339
1863,penguin,0.519982
1863,tapir,0.36006
1863,tiger,5.62837
1863,toucan,0.19388
1863,wombat,0.186953
1864,chimpanzee,0.976428
1864,hummingbird,0.085016
1864,hyena,0.801204
1864,kangaroo,0.858624
1864,koala,0.042857
1864,macaw,0.207392
1864,meerkat,0.002846
1864,ostrich,1.366852
1864,penguin,0.54783
1864,tapir,0.36155
1864,tiger,5.546512
1864,toucan,0.199028
1864,wombat,0.208915
1865,chimpanzee,0.874625
1865,hummingbird,0.084751
1865,hyena,0.772601
1865,kangaroo,0.850862
1865,koala,0.052892
1865,macaw,0.219089
1865,meerkat,0.00307
1865,ostrich,1.386955
1865,penguin,0.571419
1865,tapir,0.371179
1865,tiger,5.480569
1865,toucan,0.199666
1865,wombat,0.235186
1866,chimpanzee,0.776583
1866,hummingbird,0.083232
1866,hyena,0.742955
1866,kangaroo,0.843655
1866,koala,0.061224
1866,macaw,0.232164
1866,meerkat,0.003073
1866,ostrich,1.397377
1866,penguin,0.591809
1866,tapir,0.387169
1866,tiger,5.453195
1866,toucan,0.197445
1866,wombat,0.257103
1867,chimpanzee,0.696205
1867,hummingbird,0.08052
1867,hyena,0.719849
1867,kangaroo,0.835285
1867,koala,0.064092
1867,macaw,0.244032
1867,meerkat,0.002969
1867,ostrich,1.397226
1867,penguin,0.606145
1867,tapir,0.406709
1867,tiger,5.474436
1867,toucan,0.193438
1867,wombat,0.266739
1868,chimpanzee,0.63456
1868,hummingbird,0.077493
1868,hyena,0.701882
1868,kangaroo,0.832403
1868,koala,0.061183
1868,macaw,0.251315
1868,meerkat,0.002776
1868,ostrich,1.395275
1868,penguin,0.604596
1868,tapir,0.429024
1868,tiger,5.534247
1868,toucan,0.188964
1868,wombat,0.264252
1869,chimpanzee,0.597408
1869,hummingbird,0.075648
1869,hyena,0.686065
1869,kangaroo,0.839357
1869,koala,0.055272
1869,macaw,0.25128
1869,meerkat,0.002482
1869,ostrich,1.400122
1869,penguin,0.580325
1869,tapir,0.457512
1869,tiger,5.615949
1869,toucan,0.185771
1869,wombat,0.256311
1870,chimpanzee,0.589313
1870,hummingbird,0.076003
1870,hyena,0.672139
1870,kangaroo,0.846671
1870,koala,0.049332
1870,macaw,0.244077
1870,meerkat,0.002203
1870,ostrich,1.409218
1870,penguin,0.542003
1870,tapir,0.495008
1870,tiger,5.710546
1870,toucan,0.184816
1870,wombat,0.247773
1871,chimpanzee,0.608155
1871,hummingbird,0.078543
1871,hyena,0.66217
1871,kangaroo,0.841483
1871,koala,0.044539
1871,macaw,0.232386
1871,meerkat,0.002094
1871,ostrich,1.412512
1871,penguin,0.509553
1871,tapir,0.535183
1871,tiger,5.807584
1871,toucan,0.185261
1871,wombat,0.239476
1872,chimpanzee,0.63673
1872,hummingbird,0.082752
1872,hyena,0.655941
1872,kangaroo,0.825947
1872,koala,0.040612
1872,macaw,0.220701
1872,meerkat,0.002214
1872,ostrich,1.40541
1872,penguin,0.499759
1872,tapir,0.564419
1872,tiger,5.898014
1872,toucan,0.186141
1872,wombat,0.230807
1873,chimpanzee,0.655979
1873,hummingbird,0.087553
1873,hyena,0.651128
1873,kangaroo,0.814804
1873,koala,0.037367
1873,macaw,0.213313
1873,meerkat,0.002415
1873,ostrich,1.397626
1873,penguin,0.516963
1873,tapir,0.57079
1873,tiger,5.979289
1873,toucan,0.18748
1873,wombat,0.222099
1874,chimpanzee,0.658743
1874,hummingbird,0.092004
1874,hyena,0.643801
1874,kangaroo,0.818759
1874,koala,0.035295
1874,macaw,0.211312
1874,meerkat,0.002503
1874,ostrich,1.401793
1874,penguin,0.552147
1874,tapir,0.555534
1874,tiger,6.050908
1874,toucan,0.189798
1874,wombat,0.213223
1875,chimpanzee,0.652046
1875,hummingbird,0.095717
1875,hyena,0.630258
1875,kangaroo,0.834922
1875,koala,0.035052
1875,macaw,0.212964
1875,meerkat,0.00237
1875,ostrich,1.42079
1875,penguin,0.588901
1875,tapir,0.530319
1875,tiger,6.093002
1875,toucan,0.193127
1875,wombat,0.203662
1876,chimpanzee,0.644846
1876,hummingbird,0.099521
1876,hyena,0.609628
1876,kangaroo,0.852429
1876,koala,0.037307
1876,macaw,0.214404
1876,meerkat,0.002072
1876,ostrich,1.443438
1876,penguin,0.611944
1876,tapir,0.505882
1876,tiger,6.069867
1876,toucan,0.196687
1876,wombat,0.192494
1877,chimpanzee,0.636288
1877,hummingbird,0.103961
1877,hyena,0.586299
1877,kangaroo,0.861183
1877,koala,0.042212
1877,macaw,0.213805
1877,meerkat,0.001729
1877,ostrich,1.457859
1877,penguin,0.612499
1877,tapir,0.484753
1877,tiger,5.964909
1877,toucan,0.198854
1877,wombat,0.179391
1878,chimpanzee,0.617376
1878,hummingbird,0.108382
1878,hyena,0.569233
1878,kangaroo,0.859455
1878,koala,0.049604
1878,macaw,0.21088
1878,meerkat,0.001446
1878,ostrich,1.464022
1878,penguin,0.593181
1878,tapir,0.46411
1878,tiger,5.80546
1878,toucan,0.197308
1878,wombat,0.165458
1879,chimpanzee,0.582837
1879,hummingbird,0.111484
1879,hyena,0.565286
1879,kangaroo,0.851963
1879,koala,0.058352
1879,macaw,0.206061
1879,meerkat,0.001263
1879,ostrich,1.470348
1879,penguin,0.562953
1879,tapir,0.44172
1879,tiger,5.64772
1879,toucan,0.190427
1879,wombat,0.152095
1880,chimpanzee,0.53647
1880,hummingbird,0.112751
1880,hyena,0.573597
1880,kangaroo,0.847295
1880,koala,0.066153
1880,macaw,0.199392
1880,meerkat,0.001184
1880,ostrich,1.477002
1880,penguin,0.533468
1880,tapir,0.41817
1880,tiger,5.536856
1880,toucan,0.178702
1880,wombat,0.141471
1881,chimpanzee,0.490134
1881,hummingbird,0.112468
1881,hyena,0.586112
1881,kangaroo,0.85278
1881,koala,0.070336
1881,macaw,0.192121
1881,meerkat,0.001186
1881,ostrich,1.472306
1881,penguin,0.515832
1881,tapir,0.39578
1881,tiger,5.497193
1881,toucan,0.165222
1881,wombat,0.134946
1882,chimpanzee,0.460093
1882,hummingbird,0.111242
1882,hyena,0.592946
1882,kangaroo,0.868968
1882,koala,0.069227
1882,macaw,0.186913
1882,meerkat,0.001233
1882,ostrich,1.442905
1882,penguin,0.513572
1882,tapir,0.376198
1882,tiger,5.515919
1882,toucan,0.153486
1882,wombat,0.132006
1883,chimpanzee,0.457744
1883,hummingbird,0.110198
1883,hyena,0.589505
1883,kangaroo,0.892308
1883,koala,0.063722
1883,macaw,0.184824
1883,meerkat,0.001261
1883,ostrich,1.390898
1883,penguin,0.516915
1883,tapir,0.360596
1883,tiger,5.554773
1883,toucan,0.144757
1883,wombat,0.131676
1884,chimpanzee,0.481212
1884,hummingbird,0.110937
1884,hyena,0.576702
1884,kangaroo,0.918901
1884,koala,0.057069
1884,macaw,0.184057
1884,meerkat,0.001265
1884,ostrich,1.332849
1884,penguin,0.5096
1884,tapir,0.349926
1884,tiger,5.574404
1884,toucan,0.138489
1884,wombat,0.13255
1885,chimpanzee,0.515423
1885,hummingbird,0.115068
1885,hyena,0.558024
1885,kangaroo,0.945256
1885,koala,0.052348
1885,macaw,0.181339
1885,meerkat,0.001325
1885,ostrich,1.284587
1885,penguin,0.482903
1885,tapir,0.342138
1885,tiger,5.554377
1885,toucan,0.133361
1885,wombat,0.133231
1886,chimpanzee,0.541515
1886,hummingbird,0.123378
1886,hyena,0.536993
1886,kangaroo,0.968745
1886,koala,0.050087
1886,macaw,0.175765
1886,meerkat,0.001654
1886,ostrich,1.251342
1886,penguin,0.445173
1886,tapir,0.334924
1886,tiger,5.501701
1886,toucan,0.128905
1886,wombat,0.13221
1887,chimpanzee,0.551936
1887,hummingbird,0.135546
1887,hyena,0.516317
1887,kangaroo,0.985051
1887,koala,0.048624
1887,macaw,0.169524
1887,meerkat,0.00255
1887,ostrich,1.233066
1887,penguin,0.414477
1887,tapir,0.327534
1887,tiger,5.436755
1887,toucan,0.125028
1887,wombat,0.129084
1888,chimpanzee,0.552266
1888,hummingbird,0.150142
1888,hyena,0.497869
1888,kangaroo,0.990209
1888,koala,0.04592
1888,macaw,0.165436
1888,meerkat,0.004192
1888,ostrich,1.228396
1888,penguin,0.403622
1888,tapir,0.32393
1888,tiger,5.382695
1888,toucan,0.122622
1888,wombat,0.124927
1889,chimpanzee,0.550978
1889,hummingbird,0.164706
1889,hyena,0.482531
1889,kangaroo,0.983005
1889,koala,0.041826
1889,macaw,0.164842
1889,meerkat,0.006349
1889,ostrich,1.233071
1889,penguin,0.412922
1889,tapir,0.328884
1889,tiger,5.359731
1889,toucan,0.122719
1889,wombat,0.121753
1890,chimpanzee,0.551602
1890,hummingbird,0.17644
1890,hyena,0.471278
1890,kangaroo,0.967888
1890,koala,0.037672
1890,macaw,0.16731
1890,meerkat,0.008337
1890,ostrich,1.237546
1890,penguin,0.433877
1890,tapir,0.343905
