year,word,frequency
1834,tuna,0.133
1834,zebra,0.458
1835,cat,14.764
1835,dinosaur,0.004
1835,dog,47.009
1835,goat,12.014
1835,horse,168.82
1835,lobster,1.934
1835,penguin,0.573
1835,shrimp,0.661
1835,tuna,0.128
1835,zebra,0.465
1836,cat,14.724
1836,dinosaur,0.005
1836,dog,46.393
1836,goat,11.902
1836,horse,168.235
1836,lobster,1.946
1836,penguin,0.576
1836,shrimp,0.657
1836,tuna,0.123
1836,zebra,0.489
1837,cat,14.639
1837,dinosaur,0.006
1837,dog,45.806
1837,goat,11.719
1837,horse,168.677
1837,lobster,1.883
1837,penguin,0.568
1837,shrimp,0.652
1837,tuna,0.12
1837,zebra,0.524
1838,cat,14.535
1838,dinosaur,0.01
1838,dog,45.555
1838,goat,11.559
1838,horse,170.628
1838,lobster,1.782
1838,penguin,0.549
1838,shrimp,0.647
1838,tuna,0.12
1838,zebra,0.564
1839,cat,14.422
1839,dinosaur,0.016
1839,dog,45.673
1839,goat,11.51
1839,horse,173.663
1839,lobster,1.692
1839,penguin,0.522
1839,shrimp,0.646
1839,tuna,0.122
1839,zebra,0.595
1840,cat,14.3
1840,dinosaur,0.025
1840,dog,45.917
1840,goat,11.576
1840,horse,176.635
1840,lobster,1.64
1840,penguin,0.492
1840,shrimp,0.649
1840,tuna,0.126
1840,zebra,0.61
1841,cat,14.165
1841,dinosaur,0.033
1841,dog,46.047
1841,goat,11.67
1841,horse,178.607
1841,lobster,1.627
1841,penguin,0.468
1841,shrimp,0.652
1841,tuna,0.133
1841,zebra,0.604
1842,cat,13.964
1842,dinosaur,0.037
1842,dog,45.94
1842,goat,11.657
1842,horse,179.151
1842,lobster,1.631
1842,penguin,0.459
1842,shrimp,0.647
1842,tuna,0.141
1842,zebra,0.579
1843,cat,13.667
1843,dinosaur,0.035
1843,dog,45.638
1843,goat,11.46
1843,horse,178.422
1843,lobster,1.627
1843,penguin,0.466
1843,shrimp,0.631
1843,tuna,0.149
1843,zebra,0.543
1844,cat,13.325
1844,dinosaur,0.028
1844,dog,45.225
1844,goat,11.112
1844,horse,176.892
1844,lobster,1.605
1844,penguin,0.482
1844,shrimp,0.609
1844,tuna,0.155
1844,zebra,0.505
1845,cat,13.056
1845,dinosaur,0.022
1845,dog,44.734
1845,goat,10.712
1845,horse,175.101
1845,lobster,1.565
1845,penguin,0.495
1845,shrimp,0.588
1845,tuna,0.161
1845,zebra,0.469
1846,cat,12.946
1846,dinosaur,0.018
1846,dog,44.161
1846,goat,10.353
1846,horse,173.448
1846,lobster,1.516
1846,penguin,0.497
1846,shrimp,0.574
1846,tuna,0.166
1846,zebra,0.441
1847,cat,13.02
1847,dinosaur,0.018
1847,dog,43.581
1847,goat,10.091
1847,horse,172.133
1847,lobster,1.477
1847,penguin,0.485
1847,shrimp,0.568
1847,tuna,0.172
1847,zebra,0.426
1848,cat,13.273
1848,dinosaur,0.019
1848,dog,43.152
1848,goat,9.955
1848,horse,171.235
1848,lobster,1.464
1848,penguin,0.465
1848,shrimp,0.572
1848,tuna,0.182
1848,zebra,0.433
1849,cat,13.674
1849,dinosaur,0.019
1849,dog,43.02
1849,goat,9.949
1849,horse,170.742
1849,lobster,1.48
1849,penguin,0.442
1849,shrimp,0.586
1849,tuna,0.196
1849,zebra,0.459
1850,cat,14.153
1850,dinosaur,0.017
1850,dog,43.198
1850,goat,10.046
1850,horse,170.551
1850,lobster,1.52
1850,penguin,0.423
1850,shrimp,0.605
1850,tuna,0.213
1850,zebra,0.489
1851,cat,14.593
1851,dinosaur,0.014
1851,dog,43.584
1851,goat,10.185
1851,horse,170.571
1851,lobster,1.572
1851,penguin,0.41
1851,shrimp,0.626
1851,tuna,0.227
1851,zebra,0.508
1852,cat,14.905
1852,dinosaur,0.011
1852,dog,44.095
1852,goat,10.314
1852,horse,170.879
1852,lobster,1.629
1852,penguin,0.403
1852,shrimp,0.648
1852,tuna,0.238
1852,zebra,0.512
1853,cat,15.091
1853,dinosaur,0.009
1853,dog,44.788
1853,goat,10.409
1853,horse,171.932
1853,lobster,1.686
1853,penguin,0.4
1853,shrimp,0.672
1853,tuna,0.245
1853,zebra,0.511
1854,cat,15.24
1854,dinosaur,0.009
1854,dog,45.72
1854,goat,10.459
1854,horse,174.283
1854,lobster,1.738
1854,penguin,0.399
1854,shrimp,0.702
1854,tuna,0.251
1854,zebra,0.52
1855,cat,15.428
1855,dinosaur,0.01
1855,dog,46.778
1855,goat,10.457
1855,horse,177.966
1855,lobster,1.773
1855,penguin,0.395
1855,shrimp,0.738
1855,tuna,0.256
1855,zebra,0.544
1856,cat,15.657
1856,dinosaur,0.012
1856,dog,47.658
1856,goat,10.399
1856,horse,182.166
1856,lobster,1.787
1856,penguin,0.387
1856,shrimp,0.773
1856,tuna,0.257
1856,zebra,0.576
1857,cat,15.874
1857,dinosaur,0.013
1857,dog,48.117
1857,goat,10.299
1857,horse,185.703
1857,lobster,1.788
1857,penguin,0.38
1857,shrimp,0.801
1857,tuna,0.257
1857,zebra,0.597
1858,cat,16.035
1858,dinosaur,0.016
1858,dog,48.192
1858,goat,10.18
1858,horse,187.844
1858,lobster,1.788
1858,penguin,0.381
1858,shrimp,0.818
1858,tuna,0.254
1858,zebra,0.6
1859,cat,16.154
1859,dinosaur,0.021
1859,dog,48.128
1859,goat,10.074
1859,horse,188.632
1859,lobster,1.798
1859,penguin,0.396
1859,shrimp,0.825
1859,tuna,0.252
1859,zebra,0.585
1860,cat,16.272
1860,dinosaur,0.027
1860,dog,48.117
1860,goat,10.014
1860,horse,188.512
1860,lobster,1.824
1860,penguin,0.422
1860,shrimp,0.829
1860,tuna,0.251
1860,zebra,0.564
1861,cat,16.414
1861,dinosaur,0.033
1861,dog,48.202
1861,goat,10.016
1861,horse,187.865
1861,lobster,1.865
1861,penguin,0.455
1861,shrimp,0.837
1861,tuna,0.25
1861,zebra,0.547
1862,cat,16.562
1862,dinosaur,0.037
1862,dog,48.396
1862,goat,10.053
1862,horse,186.852
1862,lobster,1.908
1862,penguin,0.489
1862,shrimp,0.852
1862,tuna,0.249
1862,zebra,0.537
1863,cat,16.687
1863,dinosaur,0.038
1863,dog,48.719
1863,goat,10.062
1863,horse,185.538
1863,lobster,1.927
1863,penguin,0.52
1863,shrimp,0.869
1863,tuna,0.248
1863,zebra,0.532
1864,cat,16.783
1864,dinosaur,0.038
1864,dog,49.149
1864,goat,10.012
1864,horse,183.831
1864,lobster,1.907
1864,penguin,0.548
1864,shrimp,0.876
1864,tuna,0.247
1864,zebra,0.525
1865,cat,16.888
1865,dinosaur,0.038
1865,dog,49.577
1865,goat,9.931
1865,horse,181.636
1865,lobster,1.867
1865,penguin,0.571
1865,shrimp,0.866
1865,tuna,0.247
1865,zebra,0.513
1866,cat,17.064
1866,dinosaur,0.042
1866,dog,49.855
1866,goat,9.876
1866,horse,178.98
1866,lobster,1.84
1866,penguin,0.592
1866,shrimp,0.842
1866,tuna,0.249
1866,zebra,0.5
1867,cat,17.341
1867,dinosaur,0.048
1867,dog,49.943
1867,goat,9.875
1867,horse,176.143
1867,lobster,1.846
1867,penguin,0.606
1867,shrimp,0.816
1867,tuna,0.253
1867,zebra,0.489
1868,cat,17.685
1868,dinosaur,0.058
1868,dog,49.923
1868,goat,9.915
1868,horse,173.364
1868,lobster,1.877
1868,penguin,0.605
1868,shrimp,0.797
1868,tuna,0.257
1868,zebra,0.485
1869,cat,18.011
1869,dinosaur,0.067
1869,dog,49.948
1869,goat,9.968
1869,horse,170.66
1869,lobster,1.917
1869,penguin,0.58
1869,shrimp,0.787
1869,tuna,0.256
1869,zebra,0.488
1870,cat,18.258
1870,dinosaur,0.075
1870,dog,50.174
1870,goat,10.005
1870,horse,167.899
1870,lobster,1.967
1870,penguin,0.542
1870,shrimp,0.788
1870,tuna,0.249
1870,zebra,0.494
1871,cat,18.44
1871,dinosaur,0.085
1871,dog,50.694
1871,goat,10.014
1871,horse,165.141
1871,lobster,2.061
1871,penguin,0.51
1871,shrimp,0.798
1871,tuna,0.24
1871,zebra,0.499
1872,cat,18.608
1872,dinosaur,0.1
1872,dog,51.45
1872,goat,10.002
1872,horse,162.665
1872,lobster,2.239
1872,penguin,0.5
1872,shrimp,0.816
1872,tuna,0.233
1872,zebra,0.502
1873,cat,18.758
1873,dinosaur,0.126
1873,dog,52.245
1873,goat,9.984
1873,horse,160.769
1873,lobster,2.53
1873,penguin,0.517
1873,shrimp,0.835
1873,tuna,0.232
1873,zebra,0.503
1874,cat,18.825
1874,dinosaur,0.163
1874,dog,52.838
1874,goat,9.958
1874,horse,159.539
1874,lobster,2.911
1874,penguin,0.552
1874,shrimp,0.847
1874,tuna,0.237
1874,zebra,0.5
1875,cat,18.772
1875,dinosaur,0.207
1875,dog,53.089
1875,goat,9.901
1875,horse,158.846
1875,lobster,3.295
1875,penguin,0.589
1875,shrimp,0.849
1875,tuna,0.243
1875,zebra,0.492
1876,cat,18.671
1876,dinosaur,0.25
1876,dog,53.03
1876,goat,9.796
1876,horse,158.536
1876,lobster,3.555
1876,penguin,0.612
1876,shrimp,0.845
1876,tuna,0.248
1876,zebra,0.478
1877,cat,18.667
1877,dinosaur,0.287
1877,dog,52.78
1877,goat,9.66
1877,horse,158.564
1877,lobster,3.599
1877,penguin,0.612
1877,shrimp,0.845
1877,tuna,0.252
1877,zebra,0.463
1878,cat,18.854
1878,dinosaur,0.311
1878,dog,52.404
1878,goat,9.531
1878,horse,158.862
1878,lobster,3.443
1878,penguin,0.593
1878,shrimp,0.853
1878,tuna,0.256
1878,zebra,0.451
1879,cat,19.21
1879,dinosaur,0.321
1879,dog,51.918
1879,goat,9.439
1879,horse,159.281
1879,lobster,3.206
1879,penguin,0.563
1879,shrimp,0.869
1879,tuna,0.26
1879,zebra,0.445
1880,cat,19.621
1880,dinosaur,0.315
1880,dog,51.35
1880,goat,9.385
1880,horse,159.511
1880,lobster,3.015
1880,penguin,0.533
1880,shrimp,0.899
1880,tuna,0.262
1880,zebra,0.443
1881,cat,19.97
1881,dinosaur,0.298
1881,dog,50.798
1881,goat,9.358
1881,horse,159.4
1881,lobster,2.947
1881,penguin,0.516
1881,shrimp,0.955
1881,tuna,0.261
1881,zebra,0.444
1882,cat,20.166
1882,dinosaur,0.274
1882,dog,50.385
1882,goat,9.346
1882,horse,159.098
1882,lobster,3.0
1882,penguin,0.514
1882,shrimp,1.036
1882,tuna,0.259
1882,zebra,0.442
1883,cat,20.159
1883,dinosaur,0.249
1883,dog,50.166
1883,goat,9.333
1883,horse,159.001
1883,lobster,3.124
1883,penguin,0.517
1883,shrimp,1.118
1883,tuna,0.259
1883,zebra,0.436
1884,cat,19.962
1884,dinosaur,0.23
1884,dog,50.105
1884,goat,9.301
1884,horse,159.417
1884,lobster,3.259
1884,penguin,0.51
1884,shrimp,1.164
1884,tuna,0.263
1884,zebra,0.428
1885,cat,19.659
1885,dinosaur,0.218
1885,dog,50.121
1885,goat,9.242
1885,horse,160.497
1885,lobster,3.385
1885,penguin,0.483
1885,shrimp,1.157
1885,tuna,0.271
1885,zebra,0.423
1886,cat,19.387
1886,dinosaur,0.217
1886,dog,50.16
1886,goat,9.178
1886,horse,162.222
1886,lobster,3.493
1886,penguin,0.445
1886,shrimp,1.112
1886,tuna,0.28
1886,zebra,0.426
1887,cat,19.247
1887,dinosaur,0.227
1887,dog,50.2
1887,goat,9.16
1887,horse,164.399
1887,lobster,3.564
1887,penguin,0.414
1887,shrimp,1.055
1887,tuna,0.287
1887,zebra,0.438
1888,cat,19.25
1888,dinosaur,0.246
1888,dog,50.284
1888,goat,9.216
1888,horse,166.662
1888,lobster,3.574
1888,penguin,0.404
1888,shrimp,0.999
1888,tuna,0.289
1888,zebra,0.458
1889,cat,19.313
1889,dinosaur,0.266
1889,dog,50.469
1889,goat,9.321
1889,horse,168.536
1889,lobster,3.532
1889,penguin,0.413
1889,shrimp,0.948
1889,tuna,0.287
1889,zebra,0.48
1890,cat,19.346
1890,dinosaur,0.283
1890,dog,50.731
1890,goat,9.421
1890,horse,169.74
1890,lobster,3.487
1890,penguin,0.434
1890,shrimp,0.91
1890,tuna,0.283
1890,zebra,0.501
1891,cat,19.34
1891,dinosaur,0.301
1891,dog,50.942
1891,goat,9.465
1891,horse,170.167
1891,lobster,3.47
1891,penguin,0.458
1891,shrimp,0.891
1891,tuna,0.281
1891,zebra,0.521
1892,cat,19.386
1892,dinosaur,0.324
1892,dog,50.971
1892,goat,9.441
1892,horse,169.677
1892,lobster,3.501
1892,penguin,0.484
1892,shrimp,0.888
1892,tuna,0.283
1892,zebra,0.543
1893,cat,19.576
1893,dinosaur,0.356
1893,dog,50.882
1893,goat,9.363
1893,horse,168.211
1893,lobster,3.596
1893,penguin,0.513
1893,shrimp,0.887
1893,tuna,0.291
1893,zebra,0.57
1894,cat,19.913
1894,dinosaur,0.389
1894,dog,50.923
1894,goat,9.267
1894,horse,166.059
1894,lobster,3.749
1894,penguin,0.545
1894,shrimp,0.875
1894,tuna,0.305
1894,zebra,0.599
1895,cat,20.289
1895,dinosaur,0.412
1895,dog,51.338
1895,goat,9.209
1895,horse,163.977
1895,lobster,3.893
1895,penguin,0.569
1895,shrimp,0.854
1895,tuna,0.325
1895,zebra,0.632
1896,cat,20.593
1896,dinosaur,0.419
1896,dog,52.108
1896,goat,9.246
1896,horse,162.711
1896,lobster,3.922
1896,penguin,0.574
1896,shrimp,0.834
1896,tuna,0.353
1896,zebra,0.672
1897,cat,20.787
1897,dinosaur,0.415
1897,dog,52.93
1897,goat,9.4
1897,horse,162.433
1897,lobster,3.798
1897,penguin,0.561
1897,shrimp,0.824
1897,tuna,0.386
1897,zebra,0.718
1898,cat,20.896
1898,dinosaur,0.411
1898,dog,53.424
1898,goat,9.65
1898,horse,162.732
1898,lobster,3.593
1898,penguin,0.542
1898,shrimp,0.833
1898,tuna,0.419
1898,zebra,0.764
1899,cat,20.932
1899,dinosaur,0.417
1899,dog,53.409
1899,goat,9.948
1899,horse,163.048
1899,lobster,3.42
1899,penguin,0.532
1899,shrimp,0.856
1899,tuna,0.447
1899,zebra,0.796
1900,cat,20.872
1900,dinosaur,0.436
1900,dog,53.016
1900,goat,10.234
1900,horse,163.007
1900,lobster,3.332
1900,penguin,0.534
1900,shrimp,0.883
1900,tuna,0.468
1900,zebra,0.809
1901,cat,20.709
1901,dinosaur,0.464
1901,dog,52.534
1901,goat,10.462
1901,horse,162.473
1901,lobster,3.318
1901,penguin,0.542
1901,shrimp,0.903
1901,tuna,0.483
1901,zebra,0.811
1902,cat,20.478
1902,dinosaur,0.491
1902,dog,52.174
1902,goat,10.613
1902,horse,161.353
1902,lobster,3.353
1902,penguin,0.555
1902,shrimp,0.911
1902,tuna,0.494
1902,zebra,0.811
1903,cat,20.239
1903,dinosaur,0.508
1903,dog,51.945
1903,goat,10.705
1903,horse,159.514
1903,lobster,3.429
1903,penguin,0.574
1903,shrimp,0.908
1903,tuna,0.508
1903,zebra,0.811
1904,cat,20.039
1904,dinosaur,0.51
1904,dog,51.75
1904,goat,10.768
1904,horse,156.957
1904,lobster,3.543
1904,penguin,0.599
1904,shrimp,0.898
1904,tuna,0.529
1904,zebra,0.804
1905,cat,19.89
1905,dinosaur,0.499
1905,dog,51.531
1905,goat,10.808
1905,horse,153.913
1905,lobster,3.661
1905,penguin,0.624
1905,shrimp,0.878
1905,tuna,0.558
1905,zebra,0.785
1906,cat,19.778
1906,dinosaur,0.483
1906,dog,51.31
1906,goat,10.802
1906,horse,150.792
1906,lobster,3.792
1906,penguin,0.642
1906,shrimp,0.851
1906,tuna,0.588
1906,zebra,0.763
1907,cat,19.648
1907,dinosaur,0.471
1907,dog,51.12
1907,goat,10.726
1907,horse,147.959
1907,lobster,4.013
1907,penguin,0.65
1907,shrimp,0.825
1907,tuna,0.612
1907,zebra,0.757
1908,cat,19.472
1908,dinosaur,0.467
1908,dog,50.946
1908,goat,10.58
1908,horse,145.512
1908,lobster,4.388
1908,penguin,0.646
1908,shrimp,0.813
1908,tuna,0.619
1908,zebra,0.777
1909,cat,19.276
1909,dinosaur,0.469
1909,dog,50.746
1909,goat,10.401
1909,horse,143.344
1909,lobster,4.823
1909,penguin,0.625
1909,shrimp,0.817
1909,tuna,0.607
1909,zebra,0.811
1910,cat,19.126
1910,dinosaur,0.469
1910,dog,50.476
1910,goat,10.238
1910,horse,141.276
1910,lobster,5.056
1910,penguin,0.592
1910,shrimp,0.829
1910,tuna,0.579
1910,zebra,0.827
1911,cat,19.065
1911,dinosaur,0.471
1911,dog,50.134
1911,goat,10.121
1911,horse,139.089
1911,lobster,4.862
1911,penguin,0.565
1911,shrimp,0.831
1911,tuna,0.546
1911,zebra,0.803
1912,cat,19.095
1912,dinosaur,0.485
1912,dog,49.727
1912,goat,10.029
1912,horse,136.554
1912,lobster,4.287
1912,penguin,0.561
1912,shrimp,0.816
1912,tuna,0.523
1912,zebra,0.741
1913,cat,19.193
1913,dinosaur,0.521
1913,dog,49.269
1913,goat,9.916
1913,horse,133.485
1913,lobster,3.593
1913,penguin,0.577
1913,shrimp,0.791
1913,tuna,0.519
1913,zebra,0.662
1914,cat,19.305
1914,dinosaur,0.574
1914,dog,48.786
1914,goat,9.752
1914,horse,129.77
1914,lobster,3.03
1914,penguin,0.591
1914,shrimp,0.77
1914,tuna,0.531
1914,zebra,0.582
1915,cat,19.326
1915,dinosaur,0.625
1915,dog,48.316
1915,goat,9.57
1915,horse,125.375
1915,lobster,2.674
1915,penguin,0.581
1915,shrimp,0.768
1915,tuna,0.557
1915,zebra,0.512
1916,cat,19.157
1916,dinosaur,0.652
1916,dog,47.866
1916,goat,9.433
1916,horse,120.39
1916,lobster,2.473
1916,penguin,0.55
1916,shrimp,0.791
1916,tuna,0.591
1916,zebra,0.459
1917,cat,18.829
1917,dinosaur,0.647
1917,dog,47.408
1917,goat,9.402
1917,horse,115.124
1917,lobster,2.344
1917,penguin,0.517
1917,shrimp,0.835
1917,tuna,0.631
1917,zebra,0.43
1918,cat,18.534
1918,dinosaur,0.623
1918,dog,46.938
1918,goat,9.513
1918,horse,110.12
1918,lobster,2.242
1918,penguin,0.498
1918,shrimp,0.89
1918,tuna,0.669
1918,zebra,0.427
1919,cat,18.487
1919,dinosaur,0.602
1919,dog,46.536
1919,goat,9.759
1919,horse,105.953
1919,lobster,2.153
1919,penguin,0.497
1919,shrimp,0.95
1919,tuna,0.695
1919,zebra,0.442
1920,cat,18.761
1920,dinosaur,0.604
1920,dog,46.346
1920,goat,10.088
1920,horse,102.996
1920,lobster,2.087
1920,penguin,0.512
1920,shrimp,1.017
1920,tuna,0.705
1920,zebra,0.467
1921,cat,19.242
1921,dinosaur,0.635
1921,dog,46.478
1921,goat,10.433
1921,horse,101.334
1921,lobster,2.066
1921,penguin,0.539
1921,shrimp,1.096
1921,tuna,0.704
1921,zebra,0.496
1922,cat,19.748
1922,dinosaur,0.687
1922,dog,46.935
1922,goat,10.742
1922,horse,100.791
1922,lobster,2.087
1922,penguin,0.573
1922,shrimp,1.186
1922,tuna,0.701
1922,zebra,0.527
1923,cat,20.15
1923,dinosaur,0.743
1923,dog,47.656
1923,goat,11.01
1923,horse,100.959
1923,lobster,2.118
1923,penguin,0.606
1923,shrimp,1.277
1923,tuna,0.702
1923,zebra,0.554
1924,cat,20.433
1924,dinosaur,0.787
1924,dog,48.56
1924,goat,11.249
1924,horse,101.293
1924,lobster,2.124
1924,penguin,0.628
1924,shrimp,1.354
1924,tuna,0.713
1924,zebra,0.569
1925,cat,20.662
1925,dinosaur,0.807
1925,dog,49.57
1925,goat,11.464
1925,horse,101.351
1925,lobster,2.097
1925,penguin,0.634
1925,shrimp,1.415
1925,tuna,0.735
1925,zebra,0.571
1926,cat,20.868
1926,dinosaur,0.804
1926,dog,50.562
1926,goat,11.642
1926,horse,100.955
1926,lobster,2.07
1926,penguin,0.629
1926,shrimp,1.479
1926,tuna,0.776
1926,zebra,0.566
1927,cat,20.997
1927,dinosaur,0.793
1927,dog,51.357
1927,goat,11.757
1927,horse,100.112
1927,lobster,2.084
1927,penguin,0.626
1927,shrimp,1.574
1927,tuna,0.843
1927,zebra,0.565
1928,cat,20.941
1928,dinosaur,0.791
1928,dog,51.826
1928,goat,11.787
1928,horse,98.861
1928,lobster,2.166
1928,penguin,0.641
1928,shrimp,1.72
1928,tuna,0.94
1928,zebra,0.569
1929,cat,20.652
1929,dinosaur,0.802
1929,dog,51.971
1929,goat,11.72
1929,horse,97.178
1929,lobster,2.315
1929,penguin,0.675
1929,shrimp,1.911
1929,tuna,1.055
1929,zebra,0.575
1930,cat,20.225
1930,dinosaur,0.822
1930,dog,51.919
1930,goat,11.555
1930,horse,95.099
1930,lobster,2.501
1930,penguin,0.718
1930,shrimp,2.116
1930,tuna,1.163
1930,zebra,0.577
1931,cat,19.854
1931,dinosaur,0.84
1931,dog,51.826
1931,goat,11.326
1931,horse,92.83
1931,lobster,2.666
1931,penguin,0.755
1931,shrimp,2.288
1931,tuna,1.24
1931,zebra,0.572
1932,cat,19.687
1932,dinosaur,0.854
1932,dog,51.802
1932,goat,11.09
1932,horse,90.673
1932,lobster,2.748
1932,penguin,0.782
1932,shrimp,2.386
1932,tuna,1.285
1932,zebra,0.561
1933,cat,19.733
1933,dinosaur,0.862
1933,dog,51.862
1933,goat,10.906
1933,horse,88.891
1933,lobster,2.719
1933,penguin,0.805
1933,shrimp,2.4
1933,tuna,1.32
1933,zebra,0.552
1934,cat,19.901
1934,dinosaur,0.865
1934,dog,51.94
1934,goat,10.783
1934,horse,87.596
1934,lobster,2.606
1934,penguin,0.839
1934,shrimp,2.354
1934,tuna,1.37
1934,zebra,0.546
1935,cat,20.068
1935,dinosaur,0.861
1935,dog,51.933
1935,goat,10.681
1935,horse,86.711
1935,lobster,2.472
1935,penguin,0.889
1935,shrimp,2.294
1935,tuna,1.444
1935,zebra,0.542
1936,cat,20.137
1936,dinosaur,0.853
1936,dog,51.785
1936,goat,10.551
1936,horse,86.001
1936,lobster,2.371
1936,penguin,0.954
1936,shrimp,2.264
1936,tuna,1.532
1936,zebra,0.531
1937,cat,20.039
1937,dinosaur,0.841
1937,dog,51.497
1937,goat,10.379
1937,horse,85.09
1937,lobster,2.323
1937,penguin,1.026
1937,shrimp,2.295
1937,tuna,1.625
1937,zebra,0.51
1938,cat,19.75
1938,dinosaur,0.826
1938,dog,51.095
1938,goat,10.171
1938,horse,83.651
1938,lobster,2.317
1938,penguin,1.098
1938,shrimp,2.388
1938,tuna,1.726
1938,zebra,0.481
1939,cat,19.319
1939,dinosaur,0.81
1939,dog,50.569
1939,goat,9.95
1939,horse,81.568
1939,lobster,2.322
1939,penguin,1.166
1939,shrimp,2.517
1939,tuna,1.837
1939,zebra,0.451
1940,cat,18.838
1940,dinosaur,0.789
1940,dog,49.908
1940,goat,9.749
1940,horse,79.005
1940,lobster,2.305
1940,penguin,1.224
1940,shrimp,2.63
1940,tuna,1.94
1940,zebra,0.426
1941,cat,18.389
1941,dinosaur,0.764
1941,dog,49.107
1941,goat,9.604
1941,horse,76.252
1941,lobster,2.247
1941,penguin,1.263
1941,shrimp,2.684
1941,tuna,2.005
1941,zebra,0.407
1942,cat,18.027
1942,dinosaur,0.734
1942,dog,48.198
1942,goat,9.53
1942,horse,73.626
1942,lobster,2.157
1942,penguin,1.287
1942,shrimp,2.676
1942,tuna,2.021
1942,zebra,0.396
1943,cat,17.784
1943,dinosaur,0.71
1943,dog,47.245
1943,goat,9.504
1943,horse,71.451
1943,lobster,2.07
1943,penguin,1.305
1943,shrimp,2.638
1943,tuna,2.013
1943,zebra,0.395
1944,cat,17.688
1944,dinosaur,0.701
1944,dog,46.33
1944,goat,9.499
1944,horse,70.0
1944,lobster,2.029
1944,penguin,1.328
1944,shrimp,2.614
1944,tuna,2.027
1944,zebra,0.404
1945,cat,17.739
1945,dinosaur,0.708
1945,dog,45.555
1945,goat,9.503
1945,horse,69.329
1945,lobster,2.054
1945,penguin,1.353
1945,shrimp,2.631
1945,tuna,2.107
1945,zebra,0.418
1946,cat,17.918
1946,dinosaur,0.728
1946,dog,45.016
1946,goat,9.507
1946,horse,69.215
1946,lobster,2.136
1946,penguin,1.371
1946,shrimp,2.706
1946,tuna,2.298
1946,zebra,0.435
1947,cat,18.204
1947,dinosaur,0.756
1947,dog,44.728
1947,goat,9.496
1947,horse,69.291
1947,lobster,2.249
1947,penguin,1.379
1947,shrimp,2.849
1947,tuna,2.631
1947,zebra,0.455
1948,cat,18.572
1948,dinosaur,0.794
1948,dog,44.624
1948,goat,9.455
1948,horse,69.327
1948,lobster,2.36
1948,penguin,1.388
1948,shrimp,3.054
1948,tuna,3.11
1948,zebra,0.48
1949,cat,18.959
1949,dinosaur,0.843
1949,dog,44.596
1949,goat,9.387
1949,horse,69.235
1949,lobster,2.444
1949,penguin,1.411
1949,shrimp,3.302
1949,tuna,3.701
1949,zebra,0.512
1950,cat,19.286
1950,dinosaur,0.906
1950,dog,44.614
1950,goat,9.313
1950,horse,68.94
1950,lobster,2.488
1950,penguin,1.457
1950,shrimp,3.571
1950,tuna,4.327
1950,zebra,0.55
1951,cat,19.511
1951,dinosaur,0.985
1951,dog,44.706
1951,goat,9.245
1951,horse,68.264
1951,lobster,2.506
1951,penguin,1.518
1951,shrimp,3.851
1951,tuna,4.883
1951,zebra,0.586
1952,cat,19.668
1952,dinosaur,1.079
1952,dog,44.879
1952,goat,9.177
1952,horse,67.079
1952,lobster,2.523
1952,penguin,1.592
1952,shrimp,4.143
1952,tuna,5.269
1952,zebra,0.612
1953,cat,19.815
1953,dinosaur,1.171
1953,dog,45.05
1953,goat,9.1
1953,horse,65.442
1953,lobster,2.551
1953,penguin,1.68
1953,shrimp,4.451
1953,tuna,5.435
1953,zebra,0.623
1954,cat,19.989
1954,dinosaur,1.232
1954,dog,45.143
1954,goat,9.014
1954,horse,63.607
1954,lobster,2.598
1954,penguin,1.785
1954,shrimp,4.776
1954,tuna,5.414
1954,zebra,0.619
1955,cat,20.202
1955,dinosaur,1.241
1955,dog,45.16
1955,goat,8.921
1955,horse,61.838
1955,lobster,2.665
1955,penguin,1.89
1955,shrimp,5.125
1955,tuna,5.3
1955,zebra,0.606
1956,cat,20.456
1956,dinosaur,1.206
1956,dog,45.145
1956,goat,8.822
1956,horse,60.301
1956,lobster,2.747
1956,penguin,1.979
1956,shrimp,5.48
1956,tuna,5.18
1956,zebra,0.592
1957,cat,20.735
1957,dinosaur,1.157
1957,dog,45.115
1957,goat,8.725
1957,horse,59.072
1957,lobster,2.818
1957,penguin,2.04
1957,shrimp,5.815
1957,tuna,5.087
1957,zebra,0.582
1958,cat,21.014
1958,dinosaur,1.116
1958,dog,45.04
1958,goat,8.657
1958,horse,58.148
1958,lobster,2.841
1958,penguin,2.086
1958,shrimp,6.091
1958,tuna,5.026
1958,zebra,0.579
1959,cat,21.287
1959,dinosaur,1.088
1959,dog,44.9
1959,goat,8.645
1959,horse,57.485
1959,lobster,2.801
1959,penguin,2.134
1959,shrimp,6.275
1959,tuna,5.006
1959,zebra,0.581
1960,cat,21.586
1960,dinosaur,1.06
1960,dog,44.692
1960,goat,8.69
1960,horse,57.017
1960,lobster,2.725
1960,penguin,2.193
1960,shrimp,6.329
1960,tuna,5.044
1960,zebra,0.586
1961,cat,21.932
1961,dinosaur,1.027
1961,dog,44.425
1961,goat,8.759
1961,horse,56.671
1961,lobster,2.659
1961,penguin,2.265
1961,shrimp,6.226
1961,tuna,5.118
1961,zebra,0.594
1962,cat,22.313
1962,dinosaur,0.99
1962,dog,44.136
1962,goat,8.812
1962,horse,56.396
1962,lobster,2.637
1962,penguin,2.351
1962,shrimp,5.992
1962,tuna,5.15
1962,zebra,0.602
1963,cat,22.708
